단어(0) : 		품사 :  SW 
단어(17372) : 契		품사 : SH 
단어(17373) : 심포지엄		품사 : NNG 
단어(17374) : 뉴트깅그리치		품사 : NNP 
단어(17375) : 아무개		품사 : NP 
단어(17376) : 전국낚시연합회		품사 : NNP 
단어(17377) : 권하		품사 : VV 
단어(17378) : 온라인		품사 : NNG 
단어(17379) : 다코타주		품사 : NNP 
단어(17380) : 라든가		품사 : EC 
단어(17381) : 수치심		품사 : NNG 
단어(17382) : 숱하		품사 : VA 
단어(17383) : 奠		품사 : SH 
단어(17384) : 대건		품사 : NNP 
단어(17385) : 대거		품사 : MAG NNG 
단어(17386) : 쾌락		품사 : NNG 
단어(17387) : 무기		품사 : NNG 
단어(17388) : 꺼내		품사 : VV 
단어(17389) : 전주곡		품사 : NNP 
단어(17390) : 패자		품사 : NNG 
단어(17391) : 개막일		품사 : NNG 
단어(17392) : 橫的		품사 : SH 
단어(17393) : 삼신상		품사 : NNG 
단어(17394) : 자주국방		품사 : NNG 
단어(17395) : 식사		품사 : NNG 
단어(17396) : 잡곡		품사 : NNG 
단어(17397) : 시상		품사 : NNG 
단어(17398) : 진저리		품사 : NNG 
단어(17399) : 근접		품사 : NNG 
단어(17400) : 당국		품사 : NNG 
단어(17401) : 글자		품사 : NNG 
단어(17402) : 운집		품사 : NNG 
단어(17403) : 6552		품사 : SN 
단어(17404) : 퍼붓		품사 : VV 
단어(17405) : 이처육첩		품사 : NNG 
단어(17406) : 담그		품사 : VV 
단어(17407) : 대검		품사 : NNG 
단어(17408) : 웅장		품사 : XR 
단어(17409) : 근절		품사 : NNG 
단어(17410) : 금요		품사 : NNG 
단어(17411) : 식상		품사 : NNG 
단어(17412) : 운짱		품사 : NNG 
단어(17413) : 대결		품사 : NNG 
단어(17414) : 극좌		품사 : NNG 
단어(17415) : 장계		품사 : NNG 
단어(17416) : 커넥션		품사 : NNG 
단어(17417) : 담기		품사 : VV 
단어(17418) : 모차르트		품사 : NNP 
단어(17419) : 음란		품사 : NNG 
단어(17420) : 복사단		품사 : NNG 
단어(17421) : 實務推進分野		품사 : SH 
단어(17422) : 보조역		품사 : NNG 
단어(17423) : 원외		품사 : NNG 
단어(17424) : 신의경		품사 : NNP 
단어(17425) : 대견		품사 : XR 
단어(17426) : 力士		품사 : SH 
단어(17427) : 妻		품사 : SH 
단어(17428) : 출품작		품사 : NNG 
단어(17429) : 營農		품사 : SH 
단어(17430) : 굽히		품사 : VV 
단어(17431) : 극초단파		품사 : NNG 
단어(17432) : 피츠버그대		품사 : NNP 
단어(17433) : 원용		품사 : NNG 
단어(17434) : 民衆神學		품사 : SH 
단어(17435) : 기라성		품사 : NNG 
단어(17436) : 깨물		품사 : VV 
단어(17437) : 장고		품사 : NNG 
단어(17438) : 補前補下貼繡圓翟		품사 : SH 
단어(17439) : 패전		품사 : NNG 
단어(17440) : 세존단지		품사 : NNG 
단어(17441) : 재가		품사 : NNG 
단어(17442) : 薦新茶禮		품사 : SH 
단어(17443) : 유보		품사 : NNG 
단어(17444) : 유복		품사 : XR 
단어(17445) : 시성		품사 : NNG 
단어(17446) : 시원찮		품사 : VA 
단어(17447) : 퇴직자		품사 : NNG 
단어(17448) : 시설		품사 : NNG 
단어(17449) : 으름		품사 : NNG 
단어(17450) : 願望		품사 : SH 
단어(17451) : 플로어		품사 : NNG 
단어(17452) : 總選		품사 : SH 
단어(17453) : 신사		품사 : NNG 
단어(17454) : 現世		품사 : SH 
단어(17455) : 명망가		품사 : NNG 
단어(17456) : 시선		품사 : NNG 
단어(17457) : 姜		품사 : SH 
단어(17458) : 쌍무		품사 : NNG 
단어(17459) : 이달		품사 : NNG NNP 
단어(17460) : 萱堂		품사 : SH 
단어(17461) : 뜨개		품사 : NNG 
단어(17462) : 장관		품사 : NNG 
단어(17463) : 대공		품사 : NNG 
단어(17464) : 뭉개		품사 : VV 
단어(17465) : 주간한국		품사 : NNP 
단어(17466) : 기술		품사 : NNG 
단어(17467) : 신생		품사 : NNG 
단어(17468) : 社會集團		품사 : SH 
단어(17469) : 음량		품사 : NNG 
단어(17470) : 토닥이		품사 : VV 
단어(17471) : 재개		품사 : NNG 
단어(17472) : 길섶		품사 : NNG 
단어(17473) : 식성		품사 : NNG 
단어(17474) : 면역		품사 : NNG 
단어(17475) : 이닝		품사 : NNG 
단어(17476) : 신상		품사 : NNG 
단어(17477) : 최재욱		품사 : NNP 
단어(17478) : 메지		품사 : NNG 
단어(17479) : 織翟爲章三等		품사 : SH 
단어(17480) : 綜合經濟		품사 : SH 
단어(17481) : 신기록		품사 : NNG 
단어(17482) : 정치인		품사 : NNG 
단어(17483) : 기수		품사 : NNG 
단어(17484) : 침략자		품사 : NNG 
단어(17485) : 늘리		품사 : VV 
단어(17486) : Cartwright		품사 : SL 
단어(17487) : 페레스		품사 : NNP 
단어(17488) : 이사진		품사 : NNG 
단어(17489) : 그중		품사 : NNG 
단어(17490) : 울진		품사 : NNP 
단어(17491) : 대관		품사 : NNG 
단어(17492) : 재판부		품사 : NNG 
단어(17493) : 시뮬레이션		품사 : NNG 
단어(17494) : 근종		품사 : NNG 
단어(17495) : 金鐵萬		품사 : SH 
단어(17496) : 공익사업		품사 : NNG 
단어(17497) : 이당		품사 : NNP 
단어(17498) : 위상		품사 : NNG 
단어(17499) : 양병호		품사 : NNP 
단어(17500) : 國俗		품사 : SH 
단어(17501) : 집어치우		품사 : VV 
단어(17502) : 三角委員會		품사 : SH 
단어(17503) : Orchestra		품사 : SL 
단어(17504) : 애니메이션		품사 : NNG 
단어(17505) : 김봉호		품사 : NNP 
단어(17506) : 굴욕감		품사 : NNG 
단어(17507) : 큰아버지		품사 : NNG 
단어(17508) : 진작에		품사 : MAG 
단어(17509) : 다난		품사 : XR 
단어(17510) : 자꾸		품사 : MAG 
단어(17511) : 공무도하가		품사 : NNP 
단어(17512) : 호진수		품사 : NNP 
단어(17513) : 안전시설		품사 : NNG 
단어(17514) : 특허		품사 : NNG 
단어(17515) : 능력		품사 : NNG 
단어(17516) : Ecobridge		품사 : SL 
단어(17517) : 방사기		품사 : NNG 
단어(17518) : 줄리앙		품사 : NNP 
단어(17519) : 금융		품사 : NNG 
단어(17520) : 해산물		품사 : NNG 
단어(17521) : 티켓		품사 : NNG 
단어(17522) : 늙은이		품사 : NNG 
단어(17523) : 속마음		품사 : NNG 
단어(17524) : 改題		품사 : SH 
단어(17525) : 신세		품사 : NNG 
단어(17526) : 위생		품사 : NNG 
단어(17527) : 당기		품사 : VV 
단어(17528) : 음력		품사 : NNG 
단어(17529) : 아이구		품사 : IC 
단어(17530) : 실상		품사 : NNG MAG 
단어(17531) : 흑자		품사 : NNG 
단어(17532) : 현대인		품사 : NNG 
단어(17533) : 무지개		품사 : NNG 
단어(17534) : 원유		품사 : NNG 
단어(17535) : 술주정		품사 : NNG 
단어(17536) : 신성		품사 : NNG NNP 
단어(17537) : 양계장		품사 : NNG 
단어(17538) : 연규석		품사 : NNP 
단어(17539) : 뜨겁		품사 : VA 
단어(17540) : 이따금		품사 : MAG 
단어(17541) : 재건		품사 : NNG 
단어(17542) : 실사		품사 : NNG 
단어(17543) : 義擧		품사 : SH 
단어(17544) : 평등		품사 : NNG 
단어(17545) : 장교		품사 : NNG 
단어(17546) : 刷新		품사 : SH 
단어(17547) : 노년기		품사 : NNG 
단어(17548) : 써내		품사 : VV 
단어(17549) : 소리치		품사 : VV 
단어(17550) : 경음악		품사 : NNG 
단어(17551) : 신선		품사 : XR 
단어(17552) : 內外齊整		품사 : SH 
단어(17553) : 신설		품사 : NNG 
단어(17554) : 너스레		품사 : NNG 
단어(17555) : 흑인		품사 : NNG 
단어(17556) : 동숭동		품사 : NNP 
단어(17557) : 미어지		품사 : VV 
단어(17558) : 앵벌이		품사 : NNG 
단어(17559) : 그랑프리		품사 : NNG 
단어(17560) : 팥죽		품사 : NNG 
단어(17561) : 물기		품사 : NNG 
단어(17562) : 投機		품사 : SH 
단어(17563) : 프랑수아		품사 : NNP 
단어(17564) : 기슭		품사 : NNG 
단어(17565) : 모험심		품사 : NNG 
단어(17566) : 同殿下		품사 : SH 
단어(17567) : 유대교		품사 : NNG 
단어(17568) : 장군		품사 : NNG 
단어(17569) : 왕십리		품사 : NNP 
단어(17570) : 대학교수		품사 : NNG 
단어(17571) : 율법		품사 : NNG 
단어(17572) : 민속씨름위		품사 : NNP 
단어(17573) : 훈련장		품사 : NNG 
단어(17574) : 대구		품사 : NNP 
단어(17575) : 대국		품사 : NNG 
단어(17576) : 캠프		품사 : NNG NNP 
단어(17577) : 재계		품사 : NNG 
단어(17578) : 위선		품사 : NNG 
단어(17579) : 헛갈리		품사 : VV 
단어(17580) : 잠기		품사 : VV 
단어(17581) : 春香傳		품사 : SH 
단어(17582) : 기습		품사 : NNG 
단어(17583) : 왕홀		품사 : NNG 
단어(17584) : 뻔뻔		품사 : XR 
단어(17585) : 특혜		품사 : NNG 
단어(17586) : 대권		품사 : NNG 
단어(17587) : 기승		품사 : NNG 
단어(17588) : 배달부		품사 : NNG 
단어(17589) : 으면		품사 : EC 
단어(17590) : 특화		품사 : NNG 
단어(17591) : 기실		품사 : MAG 
단어(17592) : 쌍방		품사 : NNG 
단어(17593) : 친영례		품사 : NNG 
단어(17594) : 動勢		품사 : SH 
단어(17595) : 잠깐		품사 : NNG MAG 
단어(17596) : 바가바드		품사 : NNP 
단어(17597) : 漢文		품사 : SH 
단어(17598) : 급장		품사 : NNG 
단어(17599) : 추출물		품사 : NNG 
단어(17600) : 現代		품사 : SH 
단어(17601) : 으며		품사 : EC 
단어(17602) : 재고		품사 : NNG 
단어(17603) : 위세		품사 : NNG 
단어(17604) : 他人		품사 : SH 
단어(17605) : 원인		품사 : NNG 
단어(17606) : 누차		품사 : MAG 
단어(17607) : 줄리엣		품사 : NNP 
단어(17608) : 위성		품사 : NNG 
단어(17609) : 신속		품사 : NNG 
단어(17610) : 흡연		품사 : NNG 
단어(17611) : 필기구		품사 : NNG 
단어(17612) : 기식		품사 : NNG 
단어(17613) : 괴리감		품사 : NNG 
단어(17614) : 외규장각		품사 : NNP 
단어(17615) : 쓰러지		품사 : VV 
단어(17616) : 식수		품사 : NNG 
단어(17617) : 로마인		품사 : NNG 
단어(17618) : 死因		품사 : SH 
단어(17619) : 묘답		품사 : NNG 
단어(17620) : 실세		품사 : NNG 
단어(17621) : 생김새		품사 : NNG 
단어(17622) : 원장		품사 : NNG 
단어(17623) : 小珠花如大珠花之數		품사 : SH 
단어(17624) : 스르르		품사 : MAG 
단어(17625) : 스펙터클		품사 : NNG 
단어(17626) : 人間關係論		품사 : SH 
단어(17627) : 원자		품사 : NNG 
단어(17628) : 원작		품사 : NNG 
단어(17629) : 특활		품사 : NNG 
단어(17630) : 能廣施惠		품사 : SH 
단어(17631) : 폭넓		품사 : VA 
단어(17632) : 體魄		품사 : SH 
단어(17633) : 위기감		품사 : NNG 
단어(17634) : 所用		품사 : SH 
단어(17635) : 일당		품사 : NNG 
단어(17636) : 私債非理		품사 : SH 
단어(17637) : 出將入相		품사 : SH 
단어(17638) : 맙소사		품사 : IC 
단어(17639) : 經濟樹		품사 : SH 
단어(17640) : 術士		품사 : SH 
단어(17641) : 금전		품사 : NNG 
단어(17642) : 대대로		품사 : MAG 
단어(17643) : 하루하루		품사 : NNG MAG 
단어(17644) : 경찰관		품사 : NNG 
단어(17645) : 인간미		품사 : NNG 
단어(17646) : 로마자		품사 : NNG 
단어(17647) : 늠름		품사 : XR 
단어(17648) : 화숙이		품사 : NNP 
단어(17649) : 일단		품사 : MAG NNG 
단어(17650) : 프리맨		품사 : NNP 
단어(17651) : 비키		품사 : VV 
단어(17652) : 훗훗		품사 : MAG 
단어(17653) : 라테란		품사 : NNP 
단어(17654) : 이동		품사 : NNG 
단어(17655) : 극진		품사 : XR 
단어(17656) : 사대주의		품사 : NNG 
단어(17657) : 금제		품사 : NNG 
단어(17658) : 더부룩		품사 : XR 
단어(17659) : 정경화		품사 : NNP 
단어(17660) : 지렛대		품사 : NNG 
단어(17661) : 급전		품사 : NNG 
단어(17662) : 멱의		품사 : NNG 
단어(17663) : 글줄		품사 : NNG 
단어(17664) : 예당지		품사 : NNP 
단어(17665) : 머리통		품사 : NNG 
단어(17666) : 모사		품사 : NNG 
단어(17667) : 뻘뻘		품사 : MAG 
단어(17668) : 비탄		품사 : NNG 
단어(17669) : 습윤		품사 : NNG 
단어(17670) : 인사말		품사 : NNG 
단어(17671) : 公害防止		품사 : SH 
단어(17672) : 아다가		품사 : EC 
단어(17673) : 황체기		품사 : NNG 
단어(17674) : 일대		품사 : NNG MM 
단어(17675) : 대금		품사 : NNG 
단어(17676) : 신수		품사 : NNG 
단어(17677) : 종아리		품사 : NNG 
단어(17678) : 대기		품사 : NNG 
단어(17679) : 급제		품사 : NNG 
단어(17680) : 텔렉스		품사 : NNG 
단어(17681) : 원전		품사 : NNG 
단어(17682) : 앞잡이		품사 : NNG 
단어(17683) : 등록증		품사 : NNG 
단어(17684) : Studies		품사 : SL 
단어(17685) : 실속		품사 : NNG 
단어(17686) : 장기		품사 : NNG 
단어(17687) : 목사		품사 : NNG 
단어(17688) : 모색		품사 : NNG 
단어(17689) : 흔적		품사 : NNG 
단어(17690) : 激勵		품사 : SH 
단어(17691) : 권위주의		품사 : NNG 
단어(17692) : 유비		품사 : NNG 
단어(17693) : 기쎄		품사 : IC 
단어(17694) : 기조연설		품사 : NNG 
단어(17695) : 아니꼽		품사 : VA 
단어(17696) : 수녀원		품사 : NNG 
단어(17697) : 능률		품사 : NNG 
단어(17698) : 심상		품사 : XR 
단어(17699) : 빨간색		품사 : NNG 
단어(17700) : 인도		품사 : NNP NNG 
단어(17701) : 은실이		품사 : NNP 
단어(17702) : 협회장		품사 : NNG 
단어(17703) : 원제		품사 : NNG 
단어(17704) : 심사		품사 : NNG 
단어(17705) : 延安		품사 : SH 
단어(17706) : 재구		품사 : NNG 
단어(17707) : 댓가		품사 : NNG 
단어(17708) : 습의		품사 : NNG 
단어(17709) : 담아내		품사 : VV 
단어(17710) : 심산		품사 : NNP 
단어(17711) : 원정		품사 : NNG 
단어(17712) : 孝		품사 : SH 
단어(17713) : 大農		품사 : SH 
단어(17714) : 福祉政治		품사 : SH 
단어(17715) : 파초		품사 : NNG 
단어(17716) : 時祭		품사 : SH 
단어(17717) : 향음주례		품사 : NNG 
단어(17718) : 심생		품사 : NNP 
단어(17719) : 십상		품사 : NNG 
단어(17720) : 造果		품사 : SH 
단어(17721) : 强占		품사 : SH 
단어(17722) : 李健雨		품사 : SH 
단어(17723) : 이주일		품사 : NNP 
단어(17724) : 뽐내		품사 : VV 
단어(17725) : 사상범		품사 : NNG 
단어(17726) : 豊年		품사 : SH 
단어(17727) : 調査權		품사 : SH 
단어(17728) : 목선		품사 : NNG 
단어(17729) : 玄錫文		품사 : SH 
단어(17730) : 암거래		품사 : NNG 
단어(17731) : 宋		품사 : SH 
단어(17732) : 자네		품사 : NP 
단어(17733) : 종살이		품사 : NNG 
단어(17734) : 동고조		품사 : NNG 
단어(17735) : 머리털		품사 : NNG 
단어(17736) : 시시		품사 : XR 
단어(17737) : 시신		품사 : NNG 
단어(17738) : 독차지		품사 : NNG 
단어(17739) : 초상화		품사 : NNG 
단어(17740) : 자녀		품사 : NNG 
단어(17741) : 사춘기		품사 : NNG 
단어(17742) : 軍部		품사 : SH 
단어(17743) : 실수		품사 : NNG 
단어(17744) : 원종		품사 : NNP 
단어(17745) : 日中農交團		품사 : SH 
단어(17746) : 兩者		품사 : SH 
단어(17747) : 公義		품사 : SH 
단어(17748) : 원조		품사 : NNG 
단어(17749) : 집어치		품사 : VV 
단어(17750) : 긍정		품사 : NNG 
단어(17751) : 김영삼		품사 : NNP 
단어(17752) : 가톨릭대		품사 : NNP 
단어(17753) : 이종호		품사 : NNP 
단어(17754) : 玉帶		품사 : SH 
단어(17755) : 삼우제		품사 : NNG 
단어(17756) : 김남훈		품사 : NNP 
단어(17757) : 명언		품사 : NNG 
단어(17758) : 길쌈		품사 : NNG 
단어(17759) : 일동		품사 : NNG 
단어(17760) : 동북아		품사 : NNP 
단어(17761) : 승인		품사 : NNG 
단어(17762) : 발굴단		품사 : NNG 
단어(17763) : 盞盤		품사 : SH 
단어(17764) : 작년		품사 : NNG 
단어(17765) : 강신애		품사 : NNP 
단어(17766) : 富		품사 : SH 
단어(17767) : 팽이		품사 : NNG 
단어(17768) : 그쪽		품사 : NP 
단어(17769) : 老宿		품사 : SH 
단어(17770) : 役少則折半給之		품사 : SH 
단어(17771) : 굴곡지		품사 : VA 
단어(17772) : 억새풀		품사 : NNG 
단어(17773) : 웨어		품사 : NNG 
단어(17774) : 퓨처힐		품사 : NNP 
단어(17775) : 종이호랑이		품사 : NNG 
단어(17776) : 월정		품사 : NNP NNG 
단어(17777) : 국민감정		품사 : NNG 
단어(17778) : 김영선		품사 : NNP 
단어(17779) : 사법부		품사 : NNG 
단어(17780) : 심성		품사 : NNG 
단어(17781) : 文選		품사 : SH 
단어(17782) : 쳐들어오		품사 : VV 
단어(17783) : 금주		품사 : NNG 
단어(17784) : 무남		품사 : NNG 
단어(17785) : 임대		품사 : NNG 
단어(17786) : 신시		품사 : NNG 
단어(17787) : 신식		품사 : NNG 
단어(17788) : 實		품사 : SH 
단어(17789) : 비통		품사 : NNG 
단어(17790) : 규칙		품사 : NNG 
단어(17791) : 원죄		품사 : NNG 
단어(17792) : 번드레		품사 : XR 
단어(17793) : 性理學		품사 : SH 
단어(17794) : 한국등산중앙연합회		품사 : NNP 
단어(17795) : 승자		품사 : NNG 
단어(17796) : 의례		품사 : NNG 
단어(17797) : 이득		품사 : NNG 
단어(17798) : 勢力		품사 : SH 
단어(17799) : 특히		품사 : MAG 
단어(17800) : 平民		품사 : SH 
단어(17801) : 네덜란드판		품사 : NNP 
단어(17802) : 자부심		품사 : NNG 
단어(17803) : 낭만주의		품사 : NNG 
단어(17804) : 900		품사 : SN 
단어(17805) : 더라던데요		품사 : EF 
단어(17806) : 해병대		품사 : NNG 
단어(17807) : 902		품사 : SN 
단어(17808) : 무난		품사 : XR 
단어(17809) : WebFX		품사 : SL 
단어(17810) : 음매		품사 : MAG 
단어(17811) : 訓民敎化		품사 : SH 
단어(17812) : 대다수		품사 : NNG 
단어(17813) : 909		품사 : SN 
단어(17814) : 시꺼멓		품사 : VA 
단어(17815) : 눈총		품사 : NNG 
단어(17816) : 어획물		품사 : NNG 
단어(17817) : 입대		품사 : NNG 
단어(17818) : 울쯔		품사 : NNP 
단어(17819) : 運行原則		품사 : SH 
단어(17820) : 면접		품사 : NNG 
단어(17821) : 는데요		품사 : EF EC 
단어(17822) : 입당		품사 : NNG 
단어(17823) : 對		품사 : SH 
단어(17824) : 小		품사 : SH 
단어(17825) : 깻묵		품사 : NNG 
단어(17826) : 신심		품사 : NNG 
단어(17827) : 정완영		품사 : NNP 
단어(17828) : 주파라과이		품사 : NNG 
단어(17829) : 잘나		품사 : VA 
단어(17830) : 면적		품사 : NNG 
단어(17831) : 오두막집		품사 : NNG 
단어(17832) : 재기		품사 : NNG 
단어(17833) : 바닷가		품사 : NNG 
단어(17834) : 다는		품사 : ETM 
단어(17835) : 어째서		품사 : MAG 
단어(17836) : 靑襪		품사 : SH 
단어(17837) : 명예		품사 : NNG 
단어(17838) : 원주		품사 : NNP 
단어(17839) : 武烈祠		품사 : SH 
단어(17840) : 자회사		품사 : NNG 
단어(17841) : plant		품사 : SL 
단어(17842) : 尸		품사 : SH 
단어(17843) : 深靑爲質		품사 : SH 
단어(17844) : 尺		품사 : SH 
단어(17845) : 大選		품사 : SH 
단어(17846) : 가짓수		품사 : NNG 
단어(17847) : 달랑거리		품사 : VV 
단어(17848) : 유충렬전		품사 : NNP 
단어(17849) : 면제		품사 : NNG 
단어(17850) : 의뢰		품사 : NNG 
단어(17851) : 이때		품사 : NNG 
단어(17852) : 위시		품사 : NNG 
단어(17853) : 局		품사 : SH 
단어(17854) : 위신		품사 : NNG 
단어(17855) : 또다시		품사 : MAG 
단어(17856) : 실습		품사 : NNG 
단어(17857) : 期待		품사 : SH 
단어(17858) : 한차례		품사 : NNG 
단어(17859) : 한화그룹		품사 : NNP 
단어(17860) : 동북쪽		품사 : NNG 
단어(17861) : 大藏經		품사 : SH 
단어(17862) : 展		품사 : SH 
단어(17863) : 관찰력		품사 : NNG 
단어(17864) : 彈力		품사 : SH 
단어(17865) : 멈추		품사 : VV 
단어(17866) : 외팔이		품사 : NNG 
단어(17867) : 잇달		품사 : VV 
단어(17868) : 실시		품사 : NNG 
단어(17869) : 깨고물		품사 : NNG 
단어(17870) : 팔촌		품사 : NNG 
단어(17871) : 점심상		품사 : NNG 
단어(17872) : 모순		품사 : NNG 
단어(17873) : 추진력		품사 : NNG 
단어(17874) : 의료		품사 : NNG 
단어(17875) : 오싹오싹		품사 : MAG 
단어(17876) : 눈동자		품사 : NNG 
단어(17877) : 소금쟁이		품사 : NNG 
단어(17878) : 山		품사 : SH 
단어(17879) : 다니		품사 : EC EF VV 
단어(17880) : 뚱보		품사 : NNG 
단어(17881) : 한민국		품사 : NNP 
단어(17882) : 국무총리		품사 : NNG 
단어(17883) : 해태제과		품사 : NNP 
단어(17884) : 諸子均分		품사 : SH 
단어(17885) : 948		품사 : SN 
단어(17886) : 실시간		품사 : NNG 
단어(17887) : 고육책		품사 : NNG 
단어(17888) : 목숨		품사 : NNG 
단어(17889) : 무념		품사 : NNG 
단어(17890) : 포대		품사 : NNG 
단어(17891) : 바웬사		품사 : NNP 
단어(17892) : 좌상개목		품사 : NNG 
단어(17893) : 깁슨		품사 : NNP 
단어(17894) : 가마니		품사 : NNG 
단어(17895) : 분단장		품사 : NNG 
단어(17896) : 울창		품사 : XR 
단어(17897) : 급증		품사 : NNG 
단어(17898) : 왼편		품사 : NNG 
단어(17899) : 비축미		품사 : NNG 
단어(17900) : 이해찬		품사 : NNP 
단어(17901) : 이봉석		품사 : NNP 
단어(17902) : 심술		품사 : NNG 
단어(17903) : 금지		품사 : NNG 
단어(17904) : 움츠러들		품사 : VV 
단어(17905) : 대꾸		품사 : NNG 
단어(17906) : 청량리역		품사 : NNP 
단어(17907) : 엄청나		품사 : VA 
단어(17908) : 상스럽		품사 : VA 
단어(17909) : 닥달		품사 : NNG 
단어(17910) : 962		품사 : SN 
단어(17911) : 地大物博		품사 : SH 
단어(17912) : 목걸이		품사 : NNG 
단어(17913) : 보로뵤프		품사 : NNP 
단어(17914) : 힘세		품사 : VA 
단어(17915) : 결론짓		품사 : VV 
단어(17916) : 음모		품사 : NNG 
단어(17917) : 반짝반짝		품사 : MAG 
단어(17918) : 인창중학교		품사 : NNP 
단어(17919) : 소비액		품사 : NNG 
단어(17920) : 쭈뼛		품사 : MAG 
단어(17921) : 당내		품사 : NNG 
단어(17922) : 임동		품사 : NNP 
단어(17923) : 급진		품사 : NNG 
단어(17924) : 正寢		품사 : SH 
단어(17925) : 도로포장		품사 : NNG 
단어(17926) : 은밀		품사 : XR 
단어(17927) : 명운		품사 : NNG 
단어(17928) : 맺히		품사 : VV 
단어(17929) : 始終		품사 : SH 
단어(17930) : 목소리		품사 : NNG 
단어(17931) : 흰옷		품사 : NNG 
단어(17932) : 다니까		품사 : EC 
단어(17933) : 경춘가도		품사 : NNP 
단어(17934) : 비트		품사 : NNG NNB 
단어(17935) : 주샌프란시스코		품사 : NNG 
단어(17936) : 기제사		품사 : NNG 
단어(17937) : 固有文化		품사 : SH 
단어(17938) : 번역가		품사 : NNG 
단어(17939) : 몬순		품사 : NNG 
단어(17940) : 스캐너		품사 : NNG 
단어(17941) : 단다		품사 : EF 
단어(17942) : 비틀		품사 : VV 
단어(17943) : 수그러지		품사 : VV 
단어(17944) : 몸살		품사 : NNG 
단어(17945) : 일등		품사 : NNG 
단어(17946) : 편리		품사 : NNG 
단어(17947) : 양계초		품사 : NNP 
단어(17948) : 느닷없이		품사 : MAG 
단어(17949) : 윗선		품사 : NNG 
단어(17950) : 운총		품사 : NNP 
단어(17951) : 파카		품사 : NNG 
단어(17952) : 뜯기		품사 : VV 
단어(17953) : 그쯤		품사 : NNG 
단어(17954) : 國力		품사 : SH 
단어(17955) : 온돌방		품사 : NNG 
단어(17956) : 기아		품사 : NNP NNG 
단어(17957) : 가정환경		품사 : NNG 
단어(17958) : 윌슨		품사 : NNP 
단어(17959) : 중간상		품사 : NNG 
단어(17960) : 김원기		품사 : NNP 
단어(17961) : 찾아오		품사 : VV 
단어(17962) : 崔		품사 : SH 
단어(17963) : 현대차		품사 : NNP 
단어(17964) : 드라마		품사 : NNG 
단어(17965) : 단단		품사 : XR 
단어(17966) : 996		품사 : SN 
단어(17967) : 의류		품사 : NNG 
단어(17968) : 양수리		품사 : NNP 
단어(17969) : 경제학자		품사 : NNG 
단어(17970) : 모습		품사 : NNG 
단어(17971) : 훨훨		품사 : MAG 
단어(17972) : 깊숙		품사 : XR 
단어(17973) : 원짓		품사 : NNG 
단어(17974) : 毁傷		품사 : SH 
단어(17975) : 자는		품사 : ETM 
단어(17976) : 뒤엉키		품사 : VV 
단어(17977) : 모시		품사 : VV 
단어(17978) : 콘솔		품사 : NNG 
단어(17979) : 흡족		품사 : NNG 
단어(17980) : 야스쿠니		품사 : NNP 
단어(17981) : 부들부들		품사 : MAG 
단어(17982) : 주섬주섬		품사 : MAG 
단어(17983) : 을미		품사 : NNG 
단어(17984) : 명유		품사 : NNP 
단어(17985) : 백과사전		품사 : NNG 
단어(17986) : 북미자유무역협정		품사 : NNP 
단어(17987) : 오세곤		품사 : NNP 
단어(17988) : 기암		품사 : NNG 
단어(17989) : 前後有竇積		품사 : SH 
단어(17990) : 슬쩍		품사 : MAG 
단어(17991) : 수요량		품사 : NNG 
단어(17992) : 聲韻學的		품사 : SH 
단어(17993) : 악순환		품사 : NNG 
단어(17994) : 훤히		품사 : MAG 
단어(17995) : 능피동법		품사 : NNG 
단어(17996) : 포도		품사 : NNG 
단어(17997) : 김영임		품사 : NNP 
단어(17998) : 눈치		품사 : NNG 
단어(17999) : 긍지		품사 : NNG 
단어(18000) : 국조오례의		품사 : NNP NNG 
단어(18001) : 흥정		품사 : NNG 
단어(18002) : 담양군		품사 : NNP 
단어(18003) : 의리		품사 : NNG 
단어(18004) : 마상봉한식		품사 : NNG 
단어(18005) : 못살		품사 : VV 
단어(18006) : 홍당무		품사 : NNG 
단어(18007) : 판치		품사 : VV 
단어(18008) : 때마침		품사 : MAG 
단어(18009) : 그참		품사 : IC 
단어(18010) : 기약		품사 : NNG 
단어(18011) : 구질구질		품사 : MAG 
단어(18012) : 정순오		품사 : NNP 
단어(18013) : 비판		품사 : NNG 
단어(18014) : 끌려오		품사 : VV 
단어(18015) : 관람료		품사 : NNG 
단어(18016) : 명의		품사 : NNG 
단어(18017) : 우측		품사 : NNG 
단어(18018) : 심신		품사 : NNG 
단어(18019) : 김영이		품사 : NNP 
단어(18020) : 다도		품사 : NNG 
단어(18021) : 승주		품사 : NNP 
단어(18022) : 김영일		품사 : NNP 
단어(18023) : 불모지		품사 : NNG 
단어(18024) : 몰수		품사 : NNG 
단어(18025) : 기업		품사 : NNG 
단어(18026) : 지상군		품사 : NNG 
단어(18027) : 장날		품사 : NNG 
단어(18028) : 무화과		품사 : NNG 
단어(18029) : 성북동		품사 : NNP 
단어(18030) : 금주법		품사 : NNG 
단어(18031) : 유산		품사 : NNG 
단어(18032) : 이츠하크		품사 : NNP 
단어(18033) : 의사록		품사 : NNG 
단어(18034) : 장난		품사 : NNG 
단어(18035) : 궁여지책		품사 : NNG 
단어(18036) : 기억		품사 : NNG 
단어(18037) : 마이크		품사 : NNG 
단어(18038) : 유사		품사 : XR NNG 
단어(18039) : 장의종		품사 : NNP 
